passenger_id	Inflight wifi service	Departure/Arrival time convenient	Ease of Online booking	Gate location	Food and drink	Online boarding	Seat comfort	Inflight entertainment	On-board service	Leg room service	Baggage handling	Checkin service	Inflight service	Cleanliness
13450	1	2	1	3	5	1	5	5	3	1	3	1	4	5
90315	2	5	1	2	5	4	4	1	1	1	1	5	1	3
221	2	0	2	2	3	2	3	3	4	2	5	5	5	3
101541	1	3	1	4	5	4	4	4	4	1	4	4	4	2
1196	3	5	3	1	4	3	4	4	1	1	5	4	4	4
57434	1	1	1	1	4	3	5	5	5	4	5	4	5	5
82612	4	0	4	1	2	4	5	2	5	5	3	5	3	2
81803	4	0	4	5	4	4	2	4	4	3	5	5	5	4
37568	2	2	3	2	2	2	2	2	2	3	3	3	4	2
84072	3	3	3	2	4	3	4	4	4	4	4	4	5	4
28583	5	3	5	3	4	5	2	4	5	1	5	1	2	4
97141	1	1	1	3	1	1	1	1	3	2	3	1	2	1
34115	5	5	5	3	1	5	1	1	3	2	1	3	1	1
124705	2	4	2	3	3	2	3	3	4	4	3	4	4	3
10731	1	4	2	4	4	3	3	1	1	1	1	1	1	3
75308	3	3	3	3	5	5	5	3	3	3	4	5	5	5
88542	3	3	3	3	2	3	1	2	3	5	3	4	2	2
52165	4	2	2	2	4	4	4	4	4	2	4	5	1	4
46488	3	0	3	2	5	3	4	5	4	4	3	2	2	5
13145	4	4	5	4	2	5	2	2	1	3	4	3	3	2
90009	2	5	2	3	3	2	3	3	4	4	5	5	4	3
7676	2	5	5	5	2	2	3	2	2	2	2	2	2	3
113434	2	0	2	3	4	2	4	4	3	5	5	4	4	4
59713	0	0	0	1	1	5	4	1	3	5	4	4	4	1
12668	1	1	2	1	5	2	1	4	4	4	4	4	4	4
4324	3	4	3	4	4	3	4	4	4	5	5	5	4	4
69474	1	5	1	5	4	3	5	4	4	1	4	4	4	3
89503	2	5	2	3	4	2	1	4	4	3	5	4	5	4
17337	4	4	4	4	5	5	5	5	4	2	2	2	3	5
115557	4	3	3	3	4	4	4	4	2	3	3	1	4	4
117178	3	3	3	3	5	2	1	3	3	3	2	1	3	3
78616	3	4	4	4	1	4	3	3	3	3	3	1	3	3
126927	4	4	4	2	5	4	5	5	4	2	5	4	4	5
63530	2	2	2	3	5	2	5	5	2	5	4	1	3	5
55195	4	5	4	2	5	3	3	5	5	4	5	1	5	5
33467	3	3	3	3	2	3	2	2	1	2	4	4	3	2
125245	2	3	3	3	4	4	4	2	2	2	2	1	2	4
8905	4	0	4	4	2	4	2	2	5	3	4	3	4	2
36078	4	3	4	4	4	1	4	4	4	4	3	4	4	4
7160	2	4	2	3	4	2	4	4	3	3	5	4	4	4
46994	0	0	0	4	5	0	3	5	4	3	4	2	5	5
107312	1	4	1	1	4	4	4	4	4	1	4	3	4	4
79006	1	3	3	3	1	1	1	1	3	3	3	3	3	1
105355	2	4	2	2	5	2	5	5	3	5	5	3	5	5
63634	4	4	4	4	4	4	2	4	2	2	3	2	4	4
99595	0	4	0	5	4	0	4	4	4	3	4	3	5	4
28281	2	1	2	3	2	1	1	3	2	3	3	1	2	1
99941	0	0	0	2	2	0	2	2	3	2	5	5	4	2
94927	4	4	2	4	4	4	4	4	2	3	3	3	3	4
53066	3	3	3	2	4	3	2	4	3	1	2	3	2	4
44933	1	0	1	5	1	1	1	1	5	4	5	3	2	1
9222	2	2	2	2	2	5	4	5	5	5	4	5	5	5
3051	2	2	2	2	4	4	4	4	4	5	4	5	4	4
18946	4	3	4	4	1	4	4	2	2	4	2	1	2	3
46523	2	2	2	2	2	3	5	4	4	4	4	5	4	1
69045	2	2	2	2	5	3	4	2	2	2	2	4	2	3
72633	4	5	4	3	2	4	2	2	5	5	4	3	4	2
125636	4	4	4	4	5	5	5	5	5	5	5	3	5	3
61756	1	2	1	3	1	2	4	3	3	1	3	1	3	1
58799	5	5	5	5	5	1	2	5	5	5	5	2	5	5
61254	4	4	4	3	3	4	3	3	2	3	4	2	4	3
83305	3	3	3	2	5	3	5	5	5	1	5	4	1	5
10507	4	4	4	4	2	5	4	5	5	5	5	4	5	5
32142	4	5	5	5	4	4	4	4	5	2	2	5	2	4
232	4	4	4	4	4	5	4	5	5	5	5	5	5	5
40286	4	5	4	4	1	5	4	1	1	4	1	4	1	5
49523	3	3	3	3	5	3	5	5	3	5	4	3	4	5
60379	1	1	1	4	1	1	1	1	4	2	5	4	4	1
90050	1	1	1	1	3	4	5	5	5	5	5	5	5	4
106796	3	4	5	5	3	3	3	3	2	3	3	1	3	3
12082	3	3	3	2	2	3	3	2	1	1	2	4	3	2
6007	3	3	3	2	4	3	4	4	5	5	5	3	4	4
103761	1	1	1	1	3	4	3	3	3	3	5	5	4	3
77564	3	3	3	3	5	3	5	5	4	4	3	2	4	5
61422	5	5	4	5	5	5	4	5	5	5	5	4	5	4
75109	3	3	1	3	5	5	5	5	4	5	5	4	4	5
46949	5	4	5	1	4	5	4	4	3	5	4	5	5	4
52875	2	2	2	3	2	5	5	1	2	3	4	5	2	5
30461	3	3	3	1	3	3	2	3	4	1	1	4	4	3
101291	3	3	3	3	2	3	2	2	3	2	3	3	4	2
8244	2	5	2	1	5	2	5	5	5	1	1	4	5	5
18356	2	4	2	1	4	2	4	4	3	5	4	4	5	4
84354	3	5	5	5	3	3	3	3	1	5	4	3	4	3
31432	3	4	3	1	3	3	3	3	5	2	4	4	4	3
57902	5	5	5	2	5	5	1	5	4	5	5	3	4	5
89847	4	2	4	3	1	4	1	1	2	2	3	3	4	1
76877	1	1	1	1	3	5	5	5	5	5	5	3	5	3
12714	3	2	2	2	3	3	1	3	3	1	2	2	2	3
3880	5	0	5	4	5	5	5	5	4	4	5	5	5	5
127290	3	3	3	3	5	4	4	5	5	5	5	4	5	5
120678	1	5	1	2	4	1	4	4	1	1	5	1	3	4
10043	4	4	4	2	4	4	4	4	4	5	5	4	5	4
30342	0	4	0	5	3	0	1	3	3	3	3	1	4	3
9210	4	4	4	4	2	4	5	3	3	4	4	5	3	4
45146	4	0	4	4	3	4	3	3	2	1	1	1	3	3
97936	3	4	3	4	2	3	5	2	2	5	4	2	4	2
40432	2	2	2	2	3	4	3	5	5	5	5	5	5	5
64080	1	5	1	2	1	3	2	5	3	4	5	2	4	2
112884	2	2	2	4	3	2	3	3	4	1	4	3	4	3
88333	3	3	3	5	4	3	4	4	4	3	5	4	5	4
42592	4	1	1	1	4	4	4	4	3	2	1	5	3	4
86896	2	2	2	2	4	4	5	4	4	4	4	4	4	5
86201	3	3	3	3	2	4	4	4	4	4	4	3	4	3
14120	5	4	5	4	5	5	2	5	3	4	5	3	4	5
78168	3	3	3	3	4	4	5	4	4	5	4	4	4	4
28826	2	3	3	3	3	3	1	3	3	4	4	3	3	3
27069	2	4	2	3	2	2	2	2	5	2	5	4	5	2
65967	4	4	4	3	2	4	2	2	4	5	5	3	5	2
66127	1	4	1	4	3	1	3	3	4	4	4	5	4	3
59846	5	5	5	5	5	5	4	4	4	4	4	5	4	3
41656	1	1	1	1	1	2	1	1	2	2	3	4	3	1
24473	3	1	1	1	2	2	2	3	3	4	3	2	3	1
122789	2	2	2	2	2	2	2	2	2	1	3	1	4	2
44558	3	3	3	3	3	3	3	3	4	1	3	2	3	3
89997	1	1	1	5	1	5	2	3	5	5	4	2	3	2
126072	3	3	3	3	3	4	5	4	4	4	4	3	4	4
50950	3	3	3	2	4	3	4	4	3	3	3	5	4	4
23651	5	4	5	5	2	5	2	2	3	3	5	4	4	2
98897	5	5	5	5	4	4	4	2	2	2	2	5	2	5
890	1	2	2	2	3	3	4	2	2	2	1	4	2	4
63278	0	0	0	2	5	4	5	5	5	5	5	3	5	3
112532	1	4	1	1	1	1	2	1	4	5	5	5	4	1
23976	4	4	4	4	2	4	2	2	4	5	4	4	3	2
77629	2	2	2	2	4	5	4	5	5	5	5	4	5	5
5393	2	3	2	2	1	2	1	1	5	5	4	5	5	1
3731	3	5	3	2	2	3	4	2	1	3	4	4	1	2
109258	3	1	4	1	3	3	3	3	2	2	3	3	4	3
28423	1	1	1	2	1	1	1	1	5	1	1	3	3	1
96166	1	1	1	1	5	5	5	4	4	4	4	4	4	4
96187	1	1	1	1	3	5	5	5	5	5	5	5	5	4
25356	1	0	1	2	4	1	3	4	4	1	5	2	1	4
40894	2	5	3	4	5	3	5	5	5	1	1	3	4	5
125861	2	2	2	1	1	2	1	1	5	4	4	5	4	1
36604	4	4	4	5	2	4	2	2	4	1	4	2	2	2
16628	5	5	2	5	2	4	5	5	5	5	5	4	5	3
96552	5	5	5	5	4	5	4	4	5	3	4	3	4	4
115449	4	0	5	4	3	5	3	3	3	1	3	1	4	3
79138	4	2	2	2	4	4	4	4	4	1	3	4	4	4
102202	5	5	5	5	3	5	5	5	5	5	5	3	5	5
122902	3	3	3	2	5	3	5	5	3	5	5	3	5	5
72894	5	3	5	3	5	3	3	1	1	5	1	2	1	1
15377	4	1	1	1	5	3	3	4	4	3	4	3	4	4
28080	5	5	5	5	4	4	5	4	4	4	4	4	4	4
100520	3	5	3	2	5	4	4	2	2	3	3	4	2	4
82645	2	2	3	2	4	5	4	4	4	4	4	4	4	3
38300	4	5	3	5	4	4	4	1	4	4	4	4	1	4
4557	3	3	5	3	5	5	5	4	4	4	4	4	4	5
76279	4	4	4	4	5	1	5	5	5	5	5	4	5	2
128990	5	5	5	5	4	4	4	4	5	2	5	3	5	4
76286	2	2	2	2	4	4	4	4	5	5	3	4	4	4
58299	2	2	2	3	4	2	4	4	3	1	3	3	3	4
58609	1	4	0	4	1	0	1	1	1	2	4	2	4	1
56248	5	5	5	5	4	5	4	3	3	4	3	3	3	5
126317	3	4	3	1	2	3	2	2	4	4	5	3	4	2
77596	4	4	4	4	3	4	5	4	4	4	4	5	4	4
45485	5	1	5	5	4	4	4	4	2	2	1	2	5	4
116474	1	3	1	4	3	5	4	3	3	1	3	3	3	5
85169	3	3	3	4	3	2	2	1	4	3	4	2	4	2
60812	3	2	3	4	4	3	5	4	2	2	4	1	3	4
51318	4	5	5	5	4	4	4	4	4	4	4	1	4	4
33412	1	1	1	1	4	4	4	1	1	5	2	4	2	4
123979	2	4	2	2	4	4	4	4	4	4	4	4	4	3
95291	1	3	0	4	1	0	1	1	3	2	3	3	3	1
95461	0	4	0	2	3	4	5	3	3	3	3	4	3	5
123058	3	3	3	1	1	3	1	1	3	3	5	3	5	1
91242	2	4	2	3	3	2	3	3	4	5	5	4	5	3
4034	4	4	4	4	2	3	1	5	5	5	5	4	5	1
107367	4	4	4	4	5	5	5	5	5	4	5	4	5	4
110867	4	4	4	3	3	4	3	3	5	4	4	4	5	3
53808	4	4	4	4	5	5	5	5	3	3	5	2	2	5
45992	1	1	1	4	2	1	2	2	3	5	4	1	3	2
78647	2	1	2	1	2	2	2	2	3	4	1	4	2	2
44399	4	1	1	1	1	3	3	4	4	3	4	1	4	4
23151	2	2	2	2	2	1	4	4	4	4	4	3	4	5
125149	2	2	2	4	3	2	3	3	1	1	4	4	3	3
40451	4	4	4	4	2	3	1	4	4	4	4	1	4	1
113577	2	2	2	2	2	2	5	5	5	5	5	4	5	4
9813	3	3	3	2	3	3	3	3	4	2	4	3	4	3
68033	0	0	0	4	5	0	5	5	3	3	4	5	4	5
29838	3	3	3	3	4	2	3	4	4	4	4	3	4	2
69306	3	3	3	3	2	5	5	4	4	5	4	5	4	5
50931	2	4	2	4	3	3	3	2	2	2	4	2	2	3
107545	1	0	0	3	4	3	3	1	1	0	1	2	1	3
6461	3	3	3	1	3	3	3	3	5	4	4	5	4	3
53232	1	4	1	5	3	1	3	3	3	4	2	2	3	3
125228	4	4	4	4	5	5	4	4	4	4	4	4	4	4
60679	4	3	4	4	2	4	4	5	5	5	5	3	5	3
42098	2	2	2	3	2	2	3	2	4	5	1	1	2	2
107030	3	1	4	4	4	4	3	4	2	2	4	1	4	4
60359	3	3	3	3	5	3	4	3	3	3	3	3	3	4
125168	2	2	2	2	5	4	5	1	1	2	1	4	1	5
47515	1	4	1	4	3	1	3	3	2	1	3	2	3	3
8721	3	5	5	5	3	4	4	1	1	5	1	5	1	4
46492	4	1	1	1	5	5	3	4	4	4	4	5	4	5
1673	2	1	2	2	2	4	5	2	2	2	2	4	2	4
99213	5	5	5	5	4	4	4	4	4	4	4	5	4	3
103441	4	5	3	2	2	4	5	4	4	3	4	3	4	4
38048	2	2	2	2	4	4	4	4	3	5	2	3	1	4
28503	4	4	4	4	5	4	5	5	5	5	5	1	5	1
16054	5	3	3	3	4	5	4	5	5	5	5	3	5	1
26720	2	1	1	1	2	2	2	2	5	5	3	2	2	2
45140	1	4	1	2	2	1	2	2	3	3	1	3	1	2
83858	3	1	3	3	5	3	5	5	2	4	3	3	2	5
115839	5	0	5	3	3	5	4	3	4	1	3	2	2	3
109950	2	1	2	2	2	4	4	2	2	2	3	4	1	4
74561	2	2	2	3	2	2	1	2	4	5	4	3	5	2
57721	5	5	5	5	5	4	5	5	5	5	5	3	5	3
105769	2	4	2	4	4	2	4	4	3	1	1	1	3	4
42133	4	4	4	5	2	4	2	2	3	2	5	4	4	2
6213	1	3	1	1	1	1	1	1	3	4	4	3	2	1
35976	2	3	3	3	1	2	1	1	4	1	4	4	4	1
125912	3	4	3	3	2	4	4	3	3	3	3	5	3	4
36960	2	2	2	2	4	5	5	2	2	2	2	1	2	5
123547	2	2	2	1	4	2	5	4	5	2	4	5	4	4
102129	2	5	2	3	4	2	4	4	3	5	4	3	5	4
25484	2	2	2	2	1	4	4	5	5	5	5	4	5	3
10809	3	3	5	3	2	4	4	2	2	2	3	3	2	2
102707	2	0	2	3	2	2	2	2	4	2	3	5	1	2
122847	4	4	4	3	1	4	1	1	5	4	4	4	5	1
77226	4	4	4	4	3	4	4	4	4	4	4	4	4	3
79811	3	3	5	3	2	5	4	5	5	5	5	4	5	4
110751	2	2	4	2	4	5	4	4	4	4	4	4	4	4
119204	1	1	1	1	2	4	4	5	5	5	5	5	5	4
55536	4	2	4	2	3	4	3	3	4	4	2	2	3	3
48482	5	4	4	4	5	5	5	5	3	1	1	3	3	5
16515	1	3	3	3	1	1	1	1	4	5	3	4	4	1
40284	3	3	3	4	3	4	4	5	5	3	5	1	5	3
9949	2	2	2	2	2	4	5	2	2	2	2	4	2	4
23120	5	2	2	2	5	5	3	5	4	3	2	5	5	5
111728	3	5	5	5	3	3	1	3	2	5	4	2	4	3
73667	3	2	2	2	2	2	3	2	3	3	4	1	4	2
2750	3	4	4	4	4	3	3	3	3	3	3	1	3	4
123192	2	3	3	4	5	3	5	5	3	2	4	4	4	5
44972	3	3	3	3	1	2	5	5	5	5	5	3	5	3
23052	4	4	4	4	5	4	5	5	4	1	4	1	4	5
40728	2	4	2	3	5	2	5	5	1	1	5	4	1	5
123691	0	3	0	4	4	0	4	4	1	2	5	5	1	4
98764	5	5	5	1	3	5	3	3	5	2	2	5	2	3
76881	5	5	5	5	5	5	4	5	5	5	5	5	5	3
101645	2	2	2	2	2	2	2	2	1	4	2	1	3	2
76265	3	3	5	3	3	5	5	4	4	4	4	4	4	5
75880	1	2	1	2	1	1	1	1	4	1	2	4	3	1
2404	4	1	5	3	5	5	1	5	1	5	4	1	4	5
65639	0	0	0	4	4	5	4	5	5	1	1	3	5	5
54962	4	4	4	4	4	4	5	4	4	4	4	5	4	5
66669	4	4	4	4	5	4	5	4	4	4	4	3	4	5
57091	3	3	3	3	4	3	4	4	4	2	4	5	4	4
34011	2	4	2	1	2	2	2	2	3	2	4	3	4	2
47378	3	2	3	2	3	3	3	3	3	1	1	4	1	3
57638	4	4	4	4	3	5	4	4	4	4	5	4	4	4
57567	2	2	2	4	3	2	3	3	2	1	2	3	4	3
6652	3	1	1	1	3	3	2	3	2	2	3	4	3	3
47002	3	4	3	4	4	5	5	1	1	3	5	5	1	3
95484	4	4	4	4	4	5	4	5	5	5	5	3	5	4
67367	2	2	2	2	3	5	5	5	5	5	5	4	5	4
51990	4	4	4	3	5	4	4	1	1	4	1	4	1	2
33451	3	1	3	4	2	3	2	2	4	1	4	4	4	2
108260	5	2	2	2	5	1	1	5	5	5	5	1	5	4
56461	2	4	2	3	3	2	3	3	3	3	5	3	5	3
62625	2	1	1	4	5	1	5	5	1	4	3	3	4	5
70590	3	5	3	2	3	3	3	3	4	5	3	5	5	3
118024	2	5	2	5	3	2	3	3	2	3	2	1	1	3
15597	2	4	4	4	3	2	2	2	2	2	2	4	2	1
107690	1	1	1	2	2	1	5	2	3	2	4	3	4	2
68338	3	3	3	1	2	3	2	2	3	5	4	5	4	2
119362	2	2	5	2	5	5	5	4	4	4	4	3	4	4
10446	0	5	0	1	5	5	5	4	4	4	4	3	4	4
86062	1	0	0	4	5	1	5	5	1	4	3	1	3	5
48567	2	5	2	3	4	2	1	4	4	4	4	3	5	4
103438	4	5	4	1	5	4	5	5	4	2	5	3	5	5
119926	1	1	1	1	4	4	4	4	5	2	5	5	4	4
58877	2	4	4	4	2	2	2	2	3	1	4	4	3	2
59655	4	1	5	4	1	5	1	1	1	5	4	1	4	1
71376	2	5	5	5	2	2	2	3	1	3	2	2	1	2
33449	2	3	2	2	2	3	3	1	2	3	4	3	5	3
101472	1	1	1	1	4	4	4	5	5	5	5	5	5	3
73118	1	2	1	3	2	1	2	2	4	4	4	3	4	2
121432	2	4	4	4	2	2	2	2	4	5	3	1	3	2
19267	2	2	2	2	3	3	3	3	4	3	2	4	5	3
94012	3	3	4	3	2	5	4	5	5	5	5	5	5	3
66598	3	2	2	2	4	4	3	3	3	2	3	1	3	4
109920	4	4	4	1	2	4	2	2	5	5	5	5	4	2
119790	1	1	1	1	2	1	2	2	5	4	5	4	4	2
105404	3	4	3	2	5	3	5	5	1	3	4	1	2	5
102400	1	1	1	1	4	4	5	5	5	5	5	5	5	2
110880	1	1	1	4	1	1	1	1	4	4	4	3	3	1
59177	3	5	3	1	2	3	2	2	1	4	5	1	5	2
86268	4	1	4	4	5	3	4	1	1	4	1	2	1	2
117795	2	2	2	4	1	2	1	1	3	5	4	4	5	1
1715	0	0	0	3	3	5	5	1	1	1	1	5	1	5
60264	1	1	1	1	1	4	4	1	1	1	1	1	1	3
55401	1	1	1	1	5	5	5	4	4	4	4	5	4	5
124344	5	5	5	1	2	5	2	2	3	5	5	3	3	2
31495	1	1	1	1	1	1	1	1	1	3	3	1	2	1
66035	2	2	2	2	3	5	5	4	4	4	4	5	4	5
4258	4	4	4	3	4	4	5	3	3	4	2	5	3	5
64940	4	4	4	4	5	4	4	5	5	5	5	3	5	5
23102	0	5	0	5	5	4	5	4	4	4	4	5	4	3
65495	2	4	2	4	1	2	3	1	4	4	3	3	4	1
67715	3	3	3	3	4	5	4	4	4	4	4	4	4	5
66464	4	4	4	4	2	5	5	3	3	4	3	5	3	3
67981	1	1	1	4	3	1	3	3	3	2	3	1	4	3
35405	4	3	3	3	5	3	3	3	3	4	3	1	3	2
72502	2	5	3	5	2	2	2	2	3	4	4	4	4	2
109296	3	3	3	3	2	4	5	2	2	2	2	3	2	4
23201	3	3	3	2	3	3	3	3	1	2	2	4	3	3
15526	1	3	1	5	3	1	3	3	2	3	3	4	4	3
86587	2	4	2	3	2	4	5	3	3	2	3	5	3	3
31253	2	4	2	5	4	2	5	4	3	4	4	3	5	4
108377	2	5	2	3	5	2	5	5	5	2	4	3	5	5
103361	1	1	1	1	2	5	4	4	4	4	4	4	4	5
65234	0	1	1	4	2	5	5	5	5	5	5	5	5	3
1160	2	0	2	4	3	2	3	3	2	4	2	1	5	3
100612	1	0	0	4	3	1	3	3	3	2	4	4	3	3
126061	1	1	1	1	4	5	5	4	4	4	4	4	4	3
34230	4	1	1	1	5	5	5	5	5	1	1	5	5	5
125506	3	5	3	5	2	3	4	2	4	4	4	4	5	2
112478	2	4	2	3	5	4	4	5	5	2	5	3	5	4
66755	2	4	2	3	3	2	5	3	3	4	5	5	5	3
99785	5	5	5	5	5	5	4	4	4	4	4	3	4	4
120769	2	2	1	2	2	4	4	4	4	4	4	3	4	4
25500	3	1	1	1	3	3	3	3	4	2	3	2	3	3
55837	1	1	1	1	4	4	5	4	4	4	4	4	4	3
27906	2	2	2	2	4	4	4	3	5	5	1	4	3	4
73834	2	2	2	2	4	4	4	4	5	5	3	3	5	4
33349	5	4	4	1	3	5	3	3	5	1	5	3	4	3
72619	3	5	3	4	2	5	4	2	2	3	2	4	2	4
61077	4	3	2	3	5	4	3	4	4	4	4	2	4	2
85661	1	1	1	1	3	5	4	5	5	5	5	3	5	3
13533	1	1	1	1	2	1	5	5	5	4	5	2	5	3
70626	3	5	3	1	4	3	1	4	5	3	3	2	2	4
90733	2	5	2	2	4	2	4	4	5	4	5	4	5	4
5040	2	2	2	2	4	5	4	4	4	4	4	4	4	5
6843	5	5	5	5	4	4	4	5	5	5	5	5	5	3
28981	3	3	3	2	4	3	4	4	1	1	2	4	3	4
67299	3	3	3	5	3	3	3	3	4	5	4	4	5	3
76903	3	4	3	1	4	3	4	4	5	5	2	2	3	4
32093	1	1	1	1	3	3	4	5	5	5	4	2	5	5
92735	3	3	3	4	3	3	3	3	2	5	3	4	3	3
377	4	4	4	4	3	5	5	4	4	4	4	3	4	3
101198	2	5	2	1	2	2	1	2	4	5	4	5	5	2
32507	5	3	3	3	5	5	5	5	1	3	5	5	1	5
22985	4	1	4	3	5	4	5	5	2	4	4	2	3	5
124617	1	1	1	1	3	3	4	5	5	5	5	5	5	3
76732	2	1	2	3	3	3	2	3	3	2	4	2	3	4
35168	5	5	5	5	4	5	5	4	4	4	4	4	4	5
66117	4	4	4	4	4	5	5	4	4	4	4	4	4	4
118398	1	1	1	1	2	5	5	4	4	4	4	3	4	5
35771	1	1	1	1	4	4	5	5	5	5	5	4	5	1
126698	3	3	3	2	3	3	1	3	5	3	3	4	5	3
118877	3	3	3	3	4	5	5	3	3	3	3	1	3	1
30581	4	5	4	3	3	4	3	3	3	5	5	4	1	3
70540	3	3	3	3	5	5	4	3	3	3	3	4	3	4
46014	2	4	4	4	5	3	3	2	2	2	2	4	2	4
77264	2	2	2	3	4	2	4	4	5	3	5	3	4	4
123426	3	3	2	3	2	4	5	5	5	5	5	5	5	4
111693	2	2	2	2	2	2	2	2	4	3	4	5	4	2
74549	3	3	3	3	4	3	3	4	3	3	3	1	4	4
105899	5	5	5	5	4	4	4	4	4	2	5	5	4	4
117289	3	0	3	3	2	3	2	2	2	1	4	4	3	2
93954	4	5	4	2	2	4	2	2	1	5	4	4	3	2
111816	2	2	3	4	5	3	5	5	1	4	4	1	4	5
122253	2	2	2	2	4	4	4	4	1	2	2	5	1	4
13620	5	5	3	5	4	4	4	4	4	1	2	5	4	4
3964	3	5	3	3	5	3	5	5	4	2	4	3	5	5
97692	3	3	3	1	2	3	5	2	5	5	4	4	3	2
120667	1	1	1	1	4	4	5	5	5	5	5	4	5	3
105615	4	4	4	4	3	4	5	3	3	3	3	3	3	5
55856	3	3	3	4	3	3	4	3	1	4	4	1	3	3
26259	2	2	2	3	2	2	2	2	1	2	2	4	3	2
85089	3	3	3	3	3	5	5	4	4	4	4	5	4	3
86455	3	3	3	4	2	3	2	2	2	4	4	4	3	2
47562	3	4	3	3	1	3	3	5	5	3	5	2	5	3
67777	3	4	5	5	3	4	3	3	4	4	3	2	2	3
28272	2	2	2	4	2	3	3	5	4	4	1	3	4	3
112197	5	4	5	3	3	5	3	3	3	2	5	5	4	3
42754	4	5	4	5	2	4	2	2	4	2	4	4	4	2
78028	1	3	0	2	2	0	2	2	1	4	1	4	4	2
117580	4	4	4	3	3	4	4	3	5	5	5	5	4	3
34271	5	5	5	5	5	5	5	5	4	3	5	3	3	5
106145	4	1	3	4	5	3	5	5	2	4	4	1	4	5
90831	2	3	3	3	4	4	4	2	2	2	2	3	2	1
25029	3	5	5	5	3	4	4	3	3	3	3	1	3	2
6465	4	0	4	3	2	4	1	2	3	3	4	5	5	2
76100	2	5	2	2	2	2	2	2	4	2	5	3	5	2
38865	1	1	1	4	5	1	5	5	1	2	4	2	3	5
79246	5	5	1	5	3	4	4	5	5	5	5	4	5	3
86667	1	5	1	4	4	1	4	4	4	5	4	4	5	4
65179	3	4	3	3	5	3	5	5	1	5	4	2	3	5
5783	4	4	4	4	5	4	4	4	4	4	4	5	4	3
75993	2	2	3	2	5	4	5	5	5	5	5	5	5	5
37965	5	5	5	5	4	4	5	4	4	4	4	3	4	4
52540	3	4	3	3	2	3	2	2	2	3	4	2	1	2
54095	3	5	3	3	3	4	5	3	5	5	4	5	5	5
72391	3	3	1	3	2	5	4	5	5	5	5	4	5	5
124695	2	5	3	5	3	4	4	2	2	2	2	1	2	3
27634	4	1	1	1	4	5	4	4	4	2	3	5	4	4
92070	3	2	2	2	3	3	3	3	3	3	3	2	4	3
73744	2	4	2	3	1	2	1	1	4	3	4	4	4	1
2946	1	1	1	1	3	4	4	5	5	5	5	3	5	4
26615	1	1	1	1	3	1	1	5	5	5	5	5	5	1
5009	2	3	2	3	1	2	1	1	4	3	1	4	1	1
18366	3	4	3	3	4	3	4	4	1	4	3	1	3	4
24709	4	4	4	3	1	4	1	1	4	3	5	1	3	1
119006	3	5	2	3	5	2	5	5	5	1	3	5	5	5
50316	1	1	1	1	5	5	5	5	1	3	1	5	2	2
109846	1	3	3	3	1	1	1	1	4	3	4	4	3	1
29395	4	4	4	3	2	4	2	2	4	2	3	2	4	2
119098	3	3	3	4	2	3	2	2	4	3	3	4	3	2
88206	3	3	3	3	2	5	5	5	5	5	5	3	5	5
94561	3	3	3	3	4	5	5	4	4	4	4	3	4	4
57057	2	2	1	3	1	4	4	2	2	4	3	4	1	4
33373	3	5	3	1	3	3	3	3	5	5	3	3	4	3
105077	3	3	3	3	1	3	1	1	3	4	4	3	5	1
108397	1	1	1	2	1	3	3	2	1	1	1	3	3	3
116600	1	4	3	3	1	1	1	1	2	3	4	1	3	1
72442	3	3	3	4	5	3	2	5	3	2	4	4	5	5
91727	2	2	2	4	1	2	5	1	5	3	4	4	5	1
87150	1	4	1	4	3	1	3	3	3	3	4	4	4	3
115001	1	1	1	1	4	5	5	4	4	4	4	3	4	5
39899	4	3	3	3	3	1	4	3	3	4	3	5	3	2
2115	1	1	1	2	1	5	5	4	5	5	4	5	4	5
68175	3	1	3	1	3	3	3	3	3	4	2	2	1	3
27733	3	3	3	4	4	3	4	4	3	2	1	2	1	4
128992	1	1	1	1	3	5	4	4	4	4	4	3	4	4
8975	2	2	2	2	4	4	4	1	2	3	5	4	2	4
53337	2	2	2	3	1	2	1	1	3	4	5	4	4	1
37118	2	2	2	2	5	3	5	4	4	4	4	1	4	4
55440	1	4	1	2	3	1	3	3	3	5	3	5	4	3
6293	0	4	0	1	5	0	5	5	4	3	5	4	5	5
20689	2	2	2	2	4	3	4	2	2	2	2	2	2	3
90791	5	3	3	3	5	4	5	5	2	2	3	2	3	5
35704	1	3	1	3	1	5	5	1	5	3	4	5	2	5
43272	4	4	4	4	1	1	1	4	4	4	4	3	4	3
46529	1	3	3	3	1	3	3	1	1	1	1	1	1	3
91918	2	2	2	4	1	2	1	1	3	4	3	1	3	1
73721	3	2	3	4	5	3	5	5	1	4	3	2	3	5
74589	4	5	5	5	5	3	3	5	5	4	5	2	5	3
128265	2	4	4	4	3	3	4	2	2	2	2	1	2	2
2359	3	3	4	3	2	5	5	4	4	4	4	4	4	3
123956	2	2	2	3	4	2	4	4	1	2	3	3	4	4
74248	2	2	2	3	3	2	3	3	5	2	3	5	4	3
121778	3	3	3	1	1	3	1	1	5	2	5	5	4	1
94288	5	5	5	5	5	5	4	4	4	4	4	4	4	4
115276	2	2	2	3	2	2	2	2	2	1	3	4	3	2
124714	1	4	1	3	3	1	3	3	3	5	5	5	5	3
62240	4	4	4	1	3	4	2	3	4	3	4	1	4	3
115080	2	2	2	2	2	5	5	3	3	3	3	4	3	5
