Name Survived
"Lucius Crispus" Yes
"Sentius Gallus" No
"Nautius Aurelianus" No
"Claudius Iulius" Yes
"Nautius Laecanius" Yes
"Hadrian Dacian" Yes
"Sallustius Geminius" No
"Perperna Rullianus" No
"Acilius Numicius" Yes
"Rullianus Cornificius" Yes
"Messalla Laetorius" Yes
"Ravillius Numicius" No
"Priscus Gaius" Yes
"Castorius Palpellius" Yes
"Cethegus Paelignus" No
"Burrienus Bruttius" No
"Varian Aquillius" Yes
"Caedicius Calventius" Yes
"Lartius Horatius" No
"Longinius Iulius" Yes
"Rutilius Tarquinius" No
"Gaius Balbinus" No
"Constantinus Avidius" No
"Lamponius Porcius" No
"Paternus Atilius" No
"Longinius Ravillius" Yes
"Rufius Laberius" Yes
"Cornutus Segulius" Yes
"Tertius Pinarus" No
"Paulinus Nasennius" No
"Vespasian Varro" No
"Nigidius Gaius" Yes
"Seccius Aulus" No
"Clodius Numitorius" Yes
"Fulcinia Orchius" Yes
"Granius Laetorius" No
"Balbus Vibius" No
"Numonius Gaius" Yes
"Bonifacius Pinarus" No
"Silius Hostius" Yes
"Fabianus Balbinus" Yes
"Titus Orbilius" Yes
"Palpellius Hadrian" No
"Numonius Cordius" No
"Severian Marcius" Yes
"Vibius Hostilius" No
"Fulvius Naevius" No
"Orchius Nautius" No
"Aemilius Caesennius" No
"Decimus Duronius" Yes
"Rutilius Numitorius" Yes
"Hostius Laronius" No
"Festus Rutilius" Yes
"Faustus Valentinian" No
"Iulius Musonius" No
"Cordius Munatius" Yes
"Menenius Julius" No
"Matinius Vitus" Yes
"Agrippa Galerius" No
"Diocletian Severus" Yes
"Silius Celsus" No
"Cicereius Amulius" No
"Florian Varian" No
"Maxentius Amulius" Yes
"Valentinian Florianus" Yes
"Decimus Rufinus" No
"Paconius Damasus" No
"Festus Bonifacius" Yes
"Novellius Flaccus" No
"Cicero Flaccus" No
"Ostorius Sabucius" No
"Aquillius Titus" No
"Bruttius Severian" No
"Aelius Fabrinius" Yes
"Flavius Maximus" Yes
"Messalla Cominius" Yes
"Geminius Petreius" Yes
"Gnaeus Gnaeus" Yes
"Pupius Lucretius" No
"Hostius Maximian" Yes
"Urbicus Seccius" No
"Caedicius Ennius" Yes
"Cornutus Poppaedius" Yes
"Vibius Scribonius" Yes
"Fabrinius Sabucius" Yes
"Pilus Bonifacius" No
"Sergius Gaius" Yes
"Catius Geta" Yes
"Considius Cato" No
"Nonius Suetonius" No
"Didius Clodius" Yes
"Gaius Nonius" No
"Silanus Drusus" Yes
"Didius Lamponius" Yes
"Sornatius Longinius" Yes
"Vitus Pedius" Yes
"Opimius Octavius" No
"Statilius Constantinus" No
"Florian Drusus" No
"Laelius Florianus" Yes
"Nero Aemilius" No
"Marcius Ravillius" Yes
"Tarquinius Paternus" Yes
"Constantinus Gordian" No
"Pedius Laurentius" Yes
"Nerva Hilarianus" Yes
"Iunius Crispus" Yes
"Porcius Lollius" Yes
"Publius Longinius" Yes
"Betilienus Sergian" No
"Belisarius Quintus" Yes
"Catilius Camillus" No
"Hortensius Duronius" Yes
"Rebilus Hilarianus" No
"Hostilius Constantinus" Yes
"Lacerius Tacitus" No
"Mallius Fidenas" No
"Pompeius Publicius" No
"Coruncanius Fabrinius" Yes
"Salinator Cassio" No
"Semellius Secundinius" Yes
"Ingenuus Gnaeus" No
"Fulcinia Orbilius" Yes
"Cornificius Ingenuus" Yes
"Quintus Verecundus" Yes
"Cocceius Gordian" No
"Pius Severus" No
"Vitus Cassianus" Yes
"Cestius Ovidius" Yes
"Sidonius Cispius" No
"Decimus Vitus" No
"Diocletian Pacilius" No
"Fidius Donatus" No
"Galerius Orbilius" No
"Cloelius Ninnius" Yes
"Modius Vitalis" Yes
"Gaius Regulus" No
"Nasidius Caelian" Yes
"Dacian Sempronius" Yes
"Orchius Paternus" No
"Lentulus Primitivus" No
"Perperna Mamilius" No
"Ostorius Cispius" No
"Tiberius Sepullius" Yes
"Bonifacius Didius" Yes
"Caecilius Varian" No
"Petreius Regulus" No
"Castorius Poppaedius" No
"Sicinius Vitus" Yes
"Cispius Ogulnius" No
"Eborius Sallustius" No
"Nasidius Hostilius" Yes
"Ollius Servius" Yes
"Florian Aurelianus" Yes
"Crispus Sertorius" Yes
"Sornatius Marcus" No
"Statilius Marian" No
"Varro Lentulus" No
"Aemilius Paulinus" Yes
"Herennius Sicinius" No
"Verecundus Fannius" No
"Servilius Matinius" Yes
"Messalla Minicius" Yes
"Pupius Longinius" No
"Sestius Suetonius" Yes
"Stertinius Florian" No
"Bruttius Nonius" Yes
"Claudius Balbus" No
"Brennus Opimius" No
"Secundus Festinius" No
"Stertinius Laecanius" No
"Gratian Numitorius" Yes
"Furius Livius" No
"Hostilius Fidius" No
"Secundus Blaesus" Yes
"Cicereius Crispinus" No
"Sergian Blaesus" Yes
"Primitivus Sepullius" Yes
"Aulus Semellius" Yes
"Seneca Quintus" No
"Celsus Licinius" Yes
"Laecanius Justus" Yes
"Urbanus Orestius" No
"Flavius Laetorius" No
"Laetorius Messalla" Yes
"Novellius Flaccus" Yes
"Magnentius Numitorius" No
"Rufrius Cassius" Yes
"Hordeonius Florianus" No
"Pinarus Donatus" Yes
"Betilienus Appius" No
"Cominius Damasus" No
"Paternus Matinius" Yes
"Laecanius Cocceius" Yes
"Semellius Messalla" No
"Cicero Cassius" No
"Duronius Constantinus" Yes
"Stertinius Lamponius" No
"Hortensius Manius" Yes
"Decentius Martialis" Yes
"Fidius Pius" Yes
"Ravillius Fulcinia" No
"Matinius Ninnius" No
"Magnentius Hadrian" Yes
"Antonius Cornificius" No
"Florianus Quirinius" Yes
"Oppius Palpellius" No
"Menenius Pinarus" Yes
"Terentius Verecundus" No
"Caelian Cassius" Yes
"Menenius Rutilius" Yes
"Caesennius Fannius" Yes
"Verus Stertinius" No
"Nasennius Silvius" No
"Ofilius Novellius" No
"Gaius Paconius" Yes
"Belisarius Drusus" No
"Petreius Damasus" No
"Cincinnatus Verus" No
"Quintus Matinius" Yes
"Licinius Festus" No
"Opellius Severian" No
"Stertinius Constantinus" No
"Maximian Faustus" Yes
"Matinius Albinius" Yes
"Pinarus Lartius" Yes
"Granius Horatius" No
"Marcellus Octavius" No
"Fannius Sedatius" Yes
"Egnatuleius Sergius" No
"Pasidienus Sabucius" Yes
"Laelius Gabinius" No
"Bonifacius Tiberius" No
"Fabrinius Persius" No
"Ravillius Laelius" Yes
"Fidius Gnaeus" No
"Pettius Maximian" No
"Ovidius Pius" No
"Silanus Regulus" Yes
"Opellius Hadrian" Yes
"Fabrinius Naevius" No
"Fabianus Servius" No
"Domitian Plautius" Yes
"Vincentius Quintus" No
"Domitius Gaius" Yes
"Stertinius Nero" No
"Seneca Mamilius" No
"Nasidienus Gaius" Yes
"Laecanius Camillus" Yes
"Fabius Nasennius" No
"Paulinus Hadrian" No
"Mucius Cinna" Yes
"Suetonius Rufius" Yes
"Plautius Justus" No
"Lucius Nonius" No
"Aulus Silvius" No
"Castorius Aquillius" No
"Memmius Appius" Yes
"Scribonius Statilius" Yes
"Ovidius Cinna" Yes
"Sempronius Crispus" Yes
"Norbanus Constantinus" No
"Verus Brennus" Yes
"Rebilus Faustus" Yes
"Gordian Hostius" Yes
"Pacilius Saturninus" No
"Caelian Octavius" No
"Ollius Rebilus" No
"Felix Maximian" Yes
"Nazarius Blaesus" Yes
"Pupius Livius" No
"Paelignus Julius" No
"Secundinius Caesennius" Yes
"Nazarius Balbus" No
"Pius Clodius" Yes
"Ingenuus Fabius" Yes
"Lucanus Pedius" Yes
"Numonius Pinarus" No
"Domitian Marius" No
"Vitus Placidus" Yes
"Draco Laetorius" Yes
"Novellius Munatius" No
"Curtius Quintilianus" No
"Pontidius Petilius" Yes
"Cordius Lentulus" No
"Statilius Eutropius" Yes
"Crispinus Drusus" Yes
"Publicius Laetorius" No
"Sidonius Quintus" Yes
"Rabirius Rutilius" Yes
"Pompeius Icilius" Yes
"Pinarus Salvius" No
"Cethegus Duronius" Yes
"Sallustius Matinius" No
"Amulius Scribonius" Yes
"Mescinius Decimus" No
"Fidenas Nazarius" No
"Placidus Decimus" No
"Secundus Numonius" Yes
"Albinus Marcus" No
"Naevius Didius" No
"Terentius Honorius" No
"Rutilius Sextus" Yes
"Publicius Ofilius" No
"Numicius Mallius" No
"Marcellus Priscus" Yes
"Hirrus Vibius" No
"Festus Cestius" Yes
"Diocletian Horatius" No
"Pettius Blaesus" No
"Pilus Lucretius" Yes
"Volumnius Gordian" No
"Atilius Mucius" Yes
"Curtius Genucius" Yes
"Camillius Servilius" No
"Suetonius Sestius" No
"Hostius Juvenalis" Yes
"Eutropius Cocceius" No
"Gabinius Cassius" No
"Sergius Cassianus" Yes
"Gracchus Camillus" Yes
"Anatolius Papirius" Yes
"Aulus Porcius" Yes
"Naevius Fulvius" Yes
"Paulinus Castorius" No
"Fabius Claudius" No
"Laelius Januarius" No
"Latinius Regulus" No
"Pompeius Ninnius" Yes
"Nigidius Pupius" Yes
"Paternus Laelius" Yes
"Numerius Pius" Yes
"Sidonius Tarquinius" Yes
"Lucius Flavius" Yes
"Semellius Pasidienus" No
"Bonifacius Rufinus" No
"Icilius Verus" No
"Licinius Sornatius" Yes
"Severus Manius" Yes
"Gabinius Ninnius" Yes
"Vitalis Cinna" No
"Severian Sextus" Yes
"Nazarius Camillus" Yes
"Hirrus Cosconius" No
"Rullianus Sestius" No
"Acilius Rufinus" No
"Numitorius Livius" No
"Cominius Opimius" Yes
"Hirrus Paconius" Yes
"Quirinius Caesennius" No
"Vibius Tertius" Yes
"Faustus Hadrian" Yes
"Amulius Porcius" No
"Laberius Considius" No
"Sestius Decimus" No
"Eborius Varro" No
"Cassius Mamilius" Yes
"Egnatius Spurius" Yes
"Pontidius Foslius" Yes
"Decentius Messalla" Yes
"Aurelianus Horatius" Yes
"Albinius Messalla" Yes
"Fulcinia Servilius" No
"Menenius Lentulus" Yes
"Laberius Suetonius" Yes
"Anatolius Palpellius" Yes
"Vitus Galerius" No
"Valens Bonifacius" Yes
"Terentius Brennus" Yes
"Julius Cornutus" No
"Albinus Cordius" No
"Nazarius Cordius" No
"Publicius Seccius" No
"Laetorius Atilius" No
"Minicius Valens" Yes
"Domitian Betilienus" Yes
"Calventius Lentulus" Yes
"Stertinius Domitian" Yes
"Nigidius Terentius" No
"Maecenas Celsus" Yes
"Aulus Egnatius" Yes
"Sedatius Nautius" No
"Ofilius Salinator" No
"Silius Pettius" No
"Foslius Justus" Yes
"Ovidius Festinius" Yes
"Munatius Primitivus" No
"Naevius Bruttius" Yes
"Lentulus Gallus" No
"Gracchus Servius" Yes
"Palpellius Urbicus" No
"Silvius Tertius" No
"Suetonius Genucius" Yes
"Sepullius Fidenas" Yes
"Domitian Publicius" Yes
"Hostius Cordius" Yes
"Albinus Papirius" No
"Nigidius Novellius" Yes
"Decimus Quintus" No
"Dacian Sittius" Yes
"Plautius Oppius" Yes
"Cornificius Cethegus" Yes
"Ingenuus Lamponius" No
"Aulus Duronius" No
"Cyprian Albinus" Yes
"Sornatius Severian" Yes
"Cornificius Cyprian" Yes
"Nasidius Manilius" No
"Valerius Gratian" Yes
"Cato Matinius" No
"Novellius Paternus" No
"Hadrian Hortensius" No
"Pinarus Urbicus" Yes
"Curtius Marcus" No
"Cassius Lucanus" No
"Urbanus Nerva" No
"Severian Fabrinius" Yes
"Mescinius Mallius" No
"Bonifacius Julius" No
"Vitus Calventius" Yes
"Servius Marcellus" No
"Laelius Valerius" Yes
"Geta Urbicus" Yes
"Agrippa Petreius" Yes
"Justus Valerius" No
"Segulius Ofilius" Yes
"Papinius Cornutus" No
"Sallustius Sidonius" Yes
"Hostilius Licinius" Yes
"Petreius Zeno" Yes
"Fabianus Aulus" No
"Dacian Aurelianus" Yes
"Geminius Priscus" Yes
"Plinius Publius" No
"Iunius Vincentius" No
"Clodius Vitus" No
"Semellius Cicero" No
"Hilarianus Maecenas" Yes
"Decimus Cyprian" Yes
"Persius Hirrus" Yes
"Nasennius Gallus" No
"Blaesus Fidius" Yes
"Iunius Clodius" No
"Iuventius Cordius" Yes
"Titus Rebilus" Yes
"Seccius Musonius" Yes
"Geminius Justus" Yes
"Caninius Nazarius" Yes
"Tiberius Murena" No
"Fulvius Bonifacius" Yes
"Laelius Betilienus" Yes
"Severian Quintilianus" Yes
"Paulinus Ogulnius" Yes
"Foslius Maxentius" No
"Memmius Juvenalis" No
"Balbus Nigidius" No
"Papirius Iulius" Yes
"Sergian Sittius" Yes
"Duronius Orbilius" No
"Maecilius Longinius" No
"Fabius Galerius" No
"Nazarius Fannius" No
"Fulvius Pacilius" No
"Honorius Calpurnius" No
"Salvidienus Aulus" Yes
"Salvidienus Iulius" Yes
"Pontidius Rabirius" Yes
"Paulinus Granius" No
"Brennus Ingenuus" Yes
"Modius Lentulus" No
"Cassio Saturninus" Yes
"Aulus Albinius" Yes
"Candidus Flavius" No
"Hirrus Modius" Yes
"Ollius Justus" Yes
"Perperna Sulpicius" Yes
"Dacian Duronius" No
"Florianus Vespasian" Yes
"Seneca Fabius" No
"Ollius Fidenas" No
"Cornelius Rabirius" Yes
"Petilius Florianus" No
"Rabirius Calpurnius" Yes
"Cestius Avidius" Yes
"Domitius Secundinius" No
"Zeno Baebius" Yes
"Nero Crispinus" Yes
"Hilarianus Sedatius" Yes
"Sornatius Orchius" No
"Terentius Salinator" No
"Caecilius Sornatius" Yes
"Balbinus Marius" Yes
"Cicereius Silius" No
"Sergian Claudius" Yes
"Bonifacius Caelius" No
"Florian Seneca" No
"Pompeius Caelian" No
"Manilius Ofilius" No
"Minicius Iuventius" No
"Rabirius Orestius" No
"Numitorius Cominius" Yes
"Januarius Ennius" No
"Fabrinius Gallus" No
"Felix Cornelius" Yes
"Betilienus Justus" Yes
"Saturninus Menenius" Yes
"Juvenalis Sallustius" Yes
"Brennus Paulinus" Yes
"Verecundus Seneca" No
"Honorius Marcus" Yes
"Fidenas Silanus" No
"Numerius Iulius" No
"Burrienus Pinarus" Yes
"Longinius Ovidius" No
"Vincentius Matienus" Yes
"Rufrius Belisarius" Yes
"Ninnius Cicero" No
"Calventius Blossius" No
"Statilius Constantinus" Yes
"Cordius Granius" No
"Sempronius Numicius" No
"Florianus Pius" Yes
"Bruttius Egnatuleius" No
"Dacian Duronius" No
"Spurius Mallius" Yes
"Octavius Granius" No
"Naevius Damasus" Yes
"Modius Mescinius" No
"Aelius Mucius" No
"Minicius Hostilius" Yes
"Fannius Caninius" Yes
"Varro Afranius" Yes
"Pedius Lentulus" No
"Belisarius Bruttius" No
"Ovidius Baebius" No
"Sedatius Rullianus" No
"Foslius Festinius" Yes
"Ninnius Cordius" Yes
"Vitalis Potitius" Yes
"Regulus Marius" No
"Valens Pinarus" Yes
"Maximus Seccius" Yes
"Pomponius Cyprian" No
"Fulvius Cocceius" No
"Decimus Ostorius" No
"Latinius Paulinus" Yes
"Lartius Iuventius" Yes
"Egnatuleius Juvenalis" Yes
"Papirius Festinius" Yes
"Sergius Ostorius" No
"Gallus Pasidienus" Yes
"Lacerius Rufrius" Yes
"Salvius Messalla" Yes
"Ovidius Fidenas" Yes
"Gallus Cominius" Yes
"Iuventius Manius" Yes
"Paconius Titus" Yes
"Gratian Brennus" No
"Rebilus Cispius" Yes
"Sidonius Genucius" No
"Afranius Celsus" Yes
"Sergius Servilius" No
"Cornificius Memmius" No
"Quinctilius Felix" Yes
"Quirinius Manilius" No
"Decimus Lollius" No
"Seneca Publicius" No
"Mescinius Catius" Yes
"Decimus Nazarius" Yes
"Paconius Salvian" Yes
"Regulus Domitius" No
"Matienus Stertinius" No
"Iulius Cilnius" No
"Hadrian Nigidius" No
"Caelius Martialis" No
"Nasidienus Pompeius" No
"Domitius Perperna" Yes
"Gaius Damasus" No
"Silvius Primitivus" Yes
"Seccius Hirrus" Yes
"Potitius Valens" Yes
"Crispinus Calventius" Yes
"Caesennius Drusus" Yes
"Didius Flavius" No
"Pupius Urbicus" No
"Rutilius Cestius" Yes
"Decimus Decimus" Yes
"Rabirius Severus" No
"Diocletian Decimus" No
"Festinius Cethegus" No
"Numerius Cassius" No
"Nigidius Laelius" Yes
"Rabirius Quinctilius" No
"Didius Sergian" Yes
"Cethegus Sedatius" Yes
"Nazarius Vincentius" No
"Vitalis Cornelius" Yes
"Sulpicius Quirinius" No
"Mallius Licinius" No
"Silius Quirinius" No
"Balbus Placidus" No
"Sidonius Januarius" No
"Potitius Maximian" Yes
"Egnatius Dacian" No
"Norbanus Festus" No
"Minicius Laelius" No
"Cantilius Cyprian" Yes
"Seneca Nero" Yes
"Rullianus Memmius" No
"Segulius Draco" No
"Cloelius Ostorius" Yes
"Dacian Pedius" No
"Cassio Vincentius" No
"Laecanius Cassius" No
"Maecilius Nautius" Yes
"Caelius Geta" No
"Regulus Papinius" Yes
"Latinius Ofilius" Yes
"Manius Murena" Yes
"Cincinnatus Tiberius" No
"Anatolius Nasidienus" Yes
"Blasius Maecenas" Yes
"Horatius Norbanus" Yes
"Priscus Menenius" Yes
"Iuventius Magnentius" Yes
"Dacian Placidus" Yes
"Pasidienus Caninius" Yes
"Gaius Ennius" No
"Rufius Vincentius" Yes
"Cominius Octavius" No
"Octavius Tiberius" No
"Sempronius Germanicus" Yes
"Ravillius Calventius" No
"Decimus Marcus" No
"Juvenalis Postumius" No
"Domitian Nerva" No
"Perperna Clodius" Yes
"Belisarius Menenius" No
"Avidius Gabinius" Yes
"Curtius Cato" Yes
"Octavenus Lamponius" No
"Ninnius Seccius" No
"Livius Valens" Yes
"Vibius Varian" No
"Manilius Decentius" Yes
"Nigidius Servius" No
"Plinius Mescinius" Yes
"Blossius Albinius" No
"Ingenuus Oppius" No
"Genucius Manius" No
"Caecilius Avidius" No
"Genucius Pilus" No
"Geminius Herennius" Yes
"Vitus Ogulnius" No
"Cethegus Lentulus" No
"Rutilius Fannius" No
"Hostius Drusus" Yes
"Laelius Nasidius" Yes
"Blasius Cocceius" Yes
"Cyprian Murena" Yes
"Messalla Quintus" Yes
"Cornelius Fidius" No
"Laecanius Duronius" No
"Primitivus Mescinius" Yes
"Appius Servilius" No
"Geta Sepullius" Yes
"Urbicus Sextius" No
"Marcius Honorius" No
"Considius Cornificius" Yes
"Sergius Afranius" No
"Aemilius Hostius" No
"Gracchus Musonius" No
"Calpurnius Secundinius" Yes
"Laelius Cilnius" No
"Primitivus Oppius" Yes
"Quintilianus Honorius" No
"Urbanus Matienus" Yes
"Appius Sulpicius" Yes
"Urbanus Burrienus" No
"Betilienus Martialis" No
"Sedatius Minicius" No
"Tiberius Curtius" No
"Pius Ennius" No
"Catilius Sabucius" Yes
"Pilus Genucius" No
"Valens Laurentius" No
"Iuventius Novellius" Yes
"Pompeius Coruncanius" Yes
"Tertius Anatolius" Yes
"Novellius Candidus" No
"Publicius Salinator" No
"Perperna Amulius" No
"Silvius Lentulus" No
"Silius Varro" No
"Placidus Numicius" No
"Titus Ollius" Yes
"Cassio Acilius" Yes
"Bruttius Amulius" Yes
"Faustus Munatius" Yes
"Gratian Atilius" Yes
"Constantinus Verecundus" No
"Herennius Petilius" No
"Maxentius Marian" No
"Laetorius Pacilius" Yes
"Tertius Considius" No
"Aulus Cassius" Yes
"Quintilianus Mallius" No
"Publicius Cethegus" Yes
"Publius Vespasian" Yes
"Cosconius Galerius" No
"Fannius Sextius" Yes
"Quintilianus Rufinus" No
"Sedatius Valentinian" No
"Clodius Atilius" Yes
"Calpurnius Persius" No
"Curtius Cosconius" No
"Clodius Vespasian" Yes
"Paelignus Numerius" No
"Brennus Duronius" No
"Albinus Munatius" Yes
"Aulus Albinus" Yes
"Terentius Laronius" No
"Salvidienus Nautius" Yes
"Scribonius Salinator" No
"Orbilius Manilius" Yes
"Pacilius Gaius" Yes
"Calpurnius Opellius" No
"Caedicius Perperna" Yes
"Decimus Sestius" Yes
"Baebius Licinius" No
"Cicereius Spurius" No
"Severus Hostilius" Yes
"Spurius Quinctilius" Yes
"Catilius Plinius" Yes
"Bonifacius Vitus" Yes
"Marius Brennus" Yes
"Tacitus Laetorius" No
"Cantilius Lucanus" Yes
"Junius Rufinus" Yes
"Cominius Geta" No
"Sextus Cocceius" Yes
"Honorius Aulus" No
"Furius Festinius" Yes
"Spurius Modius" No
"Flavius Decimus" No
"Varian Valens" Yes
"Musonius Fidenas" No
"Modius Crispus" Yes
"Amulius Camillus" Yes
"Numicius Secundus" Yes
"Rabirius Silanus" Yes
"Salinator Semellius" Yes
"Salvius Nerva" No
"Livius Rullianus" Yes
"Castorius Seneca" Yes
"Opimius Maxentius" Yes
"Publicius Aulus" No
"Segulius Spurius" Yes
"Cispius Rufinus" No
"Sulpicius Fabrinius" No
"Sittius Orbilius" No
"Marcus Cassius" No
"Sextus Crispus" No
"Mallius Stertinius" No
"Messalla Paelignus" No
"Didius Geta" No
"Messalla Sempronius" Yes
"Vitalis Latinius" Yes
"Fabius Maecilius" Yes
"Manilius Palpellius" No
"Brennus Cicereius" Yes
"Sextus Nasidienus" No
"Seccius Aulus" Yes
"Vincentius Furius" Yes
"Cyprian Donatus" No
"Numerius Cosconius" Yes
"Clodius Murena" No
"Probus Curtius" No
"Aelius Ennius" Yes
"Hilarianus Vitus" No
"Scribonius Marcius" No
"Quinctilius Dacian" Yes
"Hordeonius Donatus" No
"Orbilius Egnatuleius" Yes
"Statilius Paelignus" No
"Foslius Ogulnius" Yes
"Nero Ollius" Yes
"Cordius Ninnius" Yes
"Atilius Cornelius" Yes
"Candidus Semellius" Yes
"Gallus Antonius" Yes
"Percennius Afranius" No
"Crispinus Pettius" No
"Marcellus Considius" Yes
"Licinius Pinarus" No
"Hostilius Lamponius" No
"Pontidius Festinius" No
"Segulius Caelian" No
"Nerva Sornatius" No
"Donatus Iulius" Yes
"Hilarianus Furius" No
"Sergius Messalla" No
"Spurius Catius" No
"Tacitus Sabucius" No
"Hadrian Nonius" No
"Verus Rullianus" Yes
"Petilius Memmius" No
"Fannius Marcus" No
"Severus Caesennius" Yes
"Minicius Iulius" No
"Granius Julius" No
"Novellius Agrippa" Yes
"Sempronius Sentius" No
"Aelius Messalla" No
"Maximian Ogulnius" Yes
"Laberius Vincentius" No
"Cordius Salvius" Yes
"Longinius Octavenus" No
"Galerius Drusus" No
"Scribonius Pius" No
"Cicero Nasidienus" Yes
"Pilus Rullianus" Yes
"Blaesus Considius" No
"Domitian Sallustius" Yes
"Nero Sextius" No
"Flaccus Cinna" No
"Sestius Valerius" No
"Herennius Quintilianus" No
"Ovidius Regulus" No
"Severian Sestius" No
"Maecilius Sallustius" Yes
"Cornelius Afranius" No
"Lentulus Papinius" No
"Fidius Secundinius" Yes
"Egnatius Urbanus" No
"Pompeius Valens" No
"Murena Memmius" Yes
"Rullianus Rullianus" No
"Blaesus Maecenas" No
"Memmius Laetorius" No
"Quinctilius Sidonius" No
"Lollius Vibius" No
"Nasennius Pontidius" No
"Laurentius Octavius" No
"Januarius Burrienus" Yes
"Camillus Gnaeus" Yes
"Foslius Junius" Yes
"Matinius Cordius" No
"Silanus Granius" Yes
"Geminius Musonius" Yes
"Quintus Caelius" Yes
"Rebilus Orchius" Yes
"Granius Furius" Yes
"Caelian Matienus" Yes
"Minicius Horatius" No
"Urbicus Norbanus" No
"Faustus Cassianus" No
"Rabirius Sempronius" No
"Paconius Cilnius" No
"Catius Octavius" No
"Cornelius Amulius" Yes
"Calpurnius Terentius" Yes
"Pomponius Amulius" Yes
"Ollius Sabucius" No
"Pontidius Bruttius" Yes
"Acilius Verecundus" No
"Eborius Cosconius" No
"Nasidienus Felix" Yes
"Plautius Fabrinius" No
"Ingenuus Sergius" Yes
"Maxentius Vitalis" No
"Aulus Ovidius" No
"Cilnius Florianus" Yes
"Rullianus Cassius" Yes
"Matienus Titus" No
"Ovidius Caninius" Yes
"Fidenas Ostorius" No
"Orbilius Belisarius" No
"Catius Blaesus" No
"Nasennius Valentinian" Yes
"Sertorius Cornelius" Yes
"Oppius Sabucius" No
"Ogulnius Florianus" Yes
"Flaccus Pomponius" Yes
"Urbanus Memmius" Yes
"Publius Geta" Yes
"Licinius Longinius" No
"Cornutus Marius" Yes
"Lartius Belisarius" Yes
"Vitus Cordius" Yes
"Marian Sertorius" Yes
"Varian Galerius" Yes
"Sergius Urbanus" Yes
"Silanus Orbilius" Yes
"Suetonius Quintilianus" Yes
"Cloelius Paternus" No
"Vibius Cantilius" No
"Faustus Nero" Yes
"Paternus Decimus" No
"Sestius Burrienus" No
"Ovidius Festus" Yes
"Cilnius Cloelius" Yes
"Clodius Burrienus" Yes
"Servilius Sabucius" No
"Percennius Publius" No
"Aulus Vincentius" No
"Sabucius Nasidienus" No
"Memmius Quirinius" No
"Ninnius Sabucius" Yes
"Laurentius Potitius" No
"Draco Catilius" Yes
"Icilius Gordian" Yes
"Geta Nigidius" Yes
"Didius Sabucius" Yes
"Pacilius Lentulus" Yes
"Decimus Lentulus" No
"Terentius Sedatius" Yes
"Domitian Maecenas" Yes
"Plinius Sergius" No
"Florianus Fulvius" Yes
"Furius Lacerius" No
"Tiberius Hadrian" No
"Egnatuleius Ravillius" No
"Honorius Numerius" No
"Gaius Lartius" Yes
"Octavenus Hadrian" No
"Modius Lamponius" Yes
"Gallus Tertius" No
"Vincentius Scribonius" Yes
"Fabius Ennius" Yes
"Percennius Cosconius" No
"Cyprian Celsus" Yes
"Blossius Valens" Yes
"Nerva Silvius" No
"Cominius Regulus" Yes
"Laecanius Numicius" No
"Aemilius Pontidius" No
"Egnatius Sittius" Yes
"Verus Laecanius" Yes
"Cyprian Ovidius" Yes
"Galerius Icilius" Yes
"Laecanius Servilius" No
"Regulus Manius" No
"Sittius Rutilius" Yes
"Brennus Sabucius" No
"Martialis Draco" No
"Urbicus Nigidius" No
"Hirrus Geminius" Yes
"Marius Laetorius" No
"Galerius Afranius" No
"Domitius Rabirius" No
"Ogulnius Furius" No
"Aquillius Germanicus" Yes
"Decentius Afranius" No
"Pinarus Diocletian" No
"Balbinus Hortensius" Yes
"Sicinius Cilnius" No
"Fulcinia Nasidienus" No
"Quinctilius Mallius" No
"Decentius Gaius" Yes
"Salinator Rabirius" Yes
"Cornificius Probus" Yes
"Rufinus Aelius" No
"Pupius Egnatuleius" No
"Pius Germanicus" Yes
"Pompeius Constantinus" No
"Domitius Fidenas" No
"Pacilius Lamponius" No
"Livius Cloelius" Yes
"Papirius Eborius" Yes
"Clodius Perperna" No
"Albinius Junius" No
"Sergian Candidus" No
"Amulius Norbanus" Yes
"Cominius Marcellus" No
"Silvius Numicius" No
"Januarius Laetorius" Yes
"Rabirius Fidius" No
"Lollius Tacitus" No
"Didius Nerva" Yes
"Paternus Pinarus" Yes
"Salvius Sextius" No
"Calventius Cassio" No
"Maximian Matinius" No
"Norbanus Cassius" No
"Lamponius Mescinius" Yes
"Calpurnius Valerius" Yes
"Silius Vitus" Yes
"Licinius Maecilius" Yes
"Sempronius Ollius" No
"Lucanus Hostius" Yes
"Munatius Tacitus" No
"Granius Domitius" No
"Petilius Camillius" No
"Cethegus Paelignus" No
"Opimius Aquillius" Yes
"Balbinus Musonius" Yes
"Pius Probus" Yes
"Caesennius Juvenalis" No
"Octavius Ollius" No
"Blasius Pedius" No
"Sextius Antonius" Yes
"Quintus Calventius" No
"Gratian Celsus" Yes
"Vespasian Cloelius" No
"Valerius Gallus" Yes
"Maecilius Cincinnatus" No
"Ollius Vibius" No
"Orchius Persius" No
"Claudius Iuventius" No
"Placidus Caelius" No
"Donatus Sertorius" Yes
"Florianus Mucius" Yes
"Aelius Novellius" No
"Rullianus Cominius" No
"Regulus Paconius" Yes
"Caecilius Claudius" Yes
"Laelius Mallius" Yes
"Stertinius Pupius" Yes
"Ennius Egnatius" Yes
"Albinius Sidonius" No
